trade_id,entry_date,exit_date,symbol,company_name,sector,entry_price,exit_price,shares,capital_allocated,gross_pnl_inr,net_pnl_inr,return_pct,is_win,total_charges_inr,mfe_pct,mae_pct,highest_price_reached,lowest_price_reached,holding_period,sl_or_tp_hit,trade_type,actual_rank,pred_rank,selection_reason
1,2021-09-23,2021-09-23,SJVN,SJVN Ltd.,Mid-Cap Equities,27.054,26.946,36963,999997.002,-3992.003999999957,-4390.512328011957,-0.4390525490807378,False,398.50832801199994,0.5396642379664915,-0.7540460506035039,27.200000762939453,26.850000381469727,1 Day (Intraday),INTRADAY SQUARE OFF,INTRADAY,65,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (+0.32%), RSI-14 (48.0), clean gap (+0.56%) holding above prev_close. PIT-Score: nan (Rank #1)."
2,2021-09-30,2021-09-30,JSL,Jindal Stainless Ltd.,Mid-Cap Equities,161.72279388427734,162.0462394720459,6180,999446.866204834,1998.8937324096914,1598.8645501646126,0.15997494256357292,True,400.02918224507886,1.9027677506501706,-0.8797713657714936,164.8000030517578,160.3000030517578,1 Day (Intraday),BREAKEVEN RATCHET / INTRADAY CLOSE,INTRADAY,39,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (+0.68%), RSI-14 (52.5), clean gap (+0.72%) holding above prev_close. PIT-Score: nan (Rank #1)."
4,2021-10-04,2021-10-04,RVNL,Rail Vikas Nigam Ltd.,Mid-Cap Equities,30.210299617767333,30.139600761413575,33092,999719.2349511565,-2339.5665544584626,-2738.449953478851,-0.2739219030443727,False,398.88339902038854,0.9589457433328057,-0.19960079840319134,30.5,30.149999618530273,1 Day (Intraday),INTRADAY SQUARE OFF,INTRADAY,73,Rank #2,"Point-in-Time Execution: Coiling proximity to 20-DMA (-0.91%), RSI-14 (51.2), clean gap (+0.50%) holding above prev_close. PIT-Score: nan (Rank #2)."
3,2021-10-04,2021-10-05,JUBLFOOD,Jubilant Foodworks Ltd.,Mid-Cap Equities,815.3474106445312,815.3441492548886,1226,999615.9254501953,-3.998463701806031,-2241.522733138396,-0.2242383975754373,False,2237.5242694365897,1.9933300491576502,-0.49272169166659174,831.5999755859375,811.3300170898438,2 Days (Swing),SL HIT (Trailing Stop Triggered),SWING,22,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (-1.28%), RSI-14 (53.3), clean gap (+0.56%) holding above prev_close. PIT-Score: nan (Rank #1)."
5,2021-10-05,2021-10-11,APARINDS,Apar Industries Ltd.,Mid-Cap Equities,648.7449122314454,709.5281121826172,1540,999067.1648364259,93606.12792480446,91272.82200266441,9.135804399858163,True,2333.3059221400526,12.509556630428623,-0.5695496594751593,729.9000244140625,645.0499877929688,5 Days (Swing),TP REACHED (Peak > +5%),SWING,8,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (-1.13%), RSI-14 (50.8), clean gap (+0.42%) holding above prev_close. PIT-Score: nan (Rank #1)."
7,2021-10-11,2021-10-11,SJVN,SJVN Ltd.,Mid-Cap Equities,28.206299617767336,28.26271221700287,35749,1008347.0050355644,2016.6940100712236,1613.5228611927023,0.16001662653183496,True,403.17114887852136,1.5730528526451883,-0.7313955412903081,28.649999618530273,28.0,1 Day (Intraday),BREAKEVEN RATCHET / INTRADAY CLOSE,INTRADAY,45,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (+1.37%), RSI-14 (57.4), clean gap (+0.72%) holding above prev_close. PIT-Score: nan (Rank #1)."
9,2021-10-13,2021-10-13,HONAUT,Honeywell Automation India Ltd.,Mid-Cap Equities,45090.0,45180.18,22,991980.0,1983.9599999999627,1586.5668041050028,0.15993939435321305,True,397.39319589496,1.1310711909514306,-0.3637170104235973,45600.0,44926.0,1 Day (Intraday),BREAKEVEN RATCHET / INTRADAY CLOSE,INTRADAY,50,Rank #2,"Point-in-Time Execution: Coiling proximity to 20-DMA (+0.41%), RSI-14 (54.7), clean gap (+0.55%) holding above prev_close. PIT-Score: nan (Rank #2)."
10,2021-10-13,2021-10-13,RVNL,Rail Vikas Nigam Ltd.,Mid-Cap Equities,30.360599235534668,30.139600761413575,33222,1008639.8278029327,-7342.011307250941,-7742.606957311311,-0.7676285175231109,False,400.59565006036996,0.788525760238812,-0.6936609365664441,30.600000381469727,30.149999618530273,1 Day (Intraday),INTRADAY SQUARE OFF,INTRADAY,66,Rank #3,"Point-in-Time Execution: Coiling proximity to 20-DMA (-0.66%), RSI-14 (49.5), clean gap (+0.50%) holding above prev_close. PIT-Score: nan (Rank #3)."
6,2021-10-08,2021-10-14,POLYCAB,Polycab India Ltd.,Mid-Cap Equities,2451.0923510742186,2558.0236025390627,407,997594.586887207,43521.01934619155,41242.885649581876,4.1342331034766335,True,2278.1336966096733,8.033465113604732,-0.39746578351888656,2648.0,2441.35009765625,5 Days (Swing),TP REACHED (Peak > +5%),SWING,6,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (+0.19%), RSI-14 (59.9), clean gap (+1.10%) holding above prev_close. PIT-Score: nan (Rank #1)."
8,2021-10-13,2021-10-18,GVT&D,GE Vernova T&D India Ltd.,Mid-Cap Equities,132.765,132.78390304565428,7596,1008482.94,143.58753479004372,-2113.7961813156617,-0.20960158050027716,False,2257.3837161057054,2.4366361616389964,-1.3294166384212607,136.0,131.0,3 Days (Swing),SL HIT (Trailing Stop Triggered),SWING,21,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (+1.53%), RSI-14 (51.6), clean gap (+0.80%) holding above prev_close. PIT-Score: nan (Rank #1)."
11,2021-10-18,2021-10-18,GODREJIND,Godrej Industries Ltd.,Mid-Cap Equities,574.146,576.9437756347656,1762,1011645.252,4929.680668457062,4524.513273320148,0.4472430690872405,True,405.1673951369138,1.1066871492616934,-0.6698665856822495,580.5,570.2999877929688,1 Day (Intraday),BREAKEVEN RATCHET / INTRADAY CLOSE,INTRADAY,34,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (-0.28%), RSI-14 (54.8), clean gap (+0.64%) holding above prev_close. PIT-Score: nan (Rank #1)."
12,2021-10-18,2021-10-20,RVNL,Rail Vikas Nigam Ltd.,Mid-Cap Equities,31.01190076446533,32.13560076141358,32641,1012259.4528529128,36678.6916003878,34375.056140993634,3.3958740562127927,True,2303.635459394165,13.5048155554303,-0.360832916321202,35.20000076293945,30.899999618530273,3 Days (Swing),SL HIT (Trailing Stop Triggered),SWING,4,Rank #2,"Point-in-Time Execution: Coiling proximity to 20-DMA (+0.90%), RSI-14 (55.7), clean gap (+0.98%) holding above prev_close. PIT-Score: nan (Rank #2)."
13,2021-10-26,2021-10-27,SUZLON,Suzlon Energy Ltd.,Mid-Cap Equities,6.394350202560425,6.394324625159615,158843,1015697.7692253055,-4.062791076838039,-2277.3281197174097,-0.22421316544333622,False,2273.2653286405716,2.6723393477502784,-0.9175914278142868,6.5652289390563965,6.335676193237305,2 Days (Swing),SL HIT (Trailing Stop Triggered),SWING,40,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (-0.58%), RSI-14 (52.1), clean gap (+0.72%) holding above prev_close. PIT-Score: 1.04 (Rank #1)."
14,2021-10-27,2021-10-27,SJVN,SJVN Ltd.,Mid-Cap Equities,29.007900764465333,29.065916565994264,35006,1015450.5741608734,2030.9011483218055,1625.2222658455778,0.16004937189469753,True,405.6788824762277,2.0411667214806366,-0.7167065589919056,29.600000381469727,28.799999237060547,1 Day (Intraday),BREAKEVEN RATCHET / INTRADAY CLOSE,INTRADAY,43,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (+0.15%), RSI-14 (52.0), clean gap (+0.52%) holding above prev_close. PIT-Score: 2.34 (Rank #1)."
15,2021-11-01,2021-11-01,BSE,BSE Ltd.,Mid-Cap Equities,148.89720611572267,149.96058618164062,6821,1015627.8429153443,7253.315429626382,6846.079277673023,0.674073611257196,True,407.2361519533591,2.0614580422618514,-1.0428466125872404,151.96665954589844,147.3444366455078,1 Day (Intraday),BREAKEVEN RATCHET / INTRADAY CLOSE,INTRADAY,47,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (-0.85%), RSI-14 (51.7), clean gap (+1.00%) holding above prev_close. PIT-Score: 1.02 (Rank #1)."
16,2021-11-01,2021-11-03,BHEL,Bharat Heavy Electricals Ltd.,Mid-Cap Equities,68.93760305786132,71.357,14742,1016278.1442789916,35666.74972100847,33355.23151330293,3.282096707586595,True,2311.5182077055347,7.0533348683668855,-0.3446683654198228,73.80000305175781,68.69999694824219,3 Days (Swing),SL HIT (Trailing Stop Triggered),SWING,8,Rank #2,"Point-in-Time Execution: Coiling proximity to 20-DMA (-1.28%), RSI-14 (52.7), clean gap (+0.81%) holding above prev_close. PIT-Score: 0.85 (Rank #2)."
17,2021-11-02,2021-11-03,APARINDS,Apar Industries Ltd.,Mid-Cap Equities,685.869,685.866256524,1481,1015771.9890000001,-4.063087955932133,-2277.4933661755804,-0.2242130508459591,False,2273.4302782196482,4.232736049312984,-0.6370021097323291,714.9000244140625,681.5,2 Days (Swing),SL HIT (Trailing Stop Triggered),SWING,22,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (-0.65%), RSI-14 (51.8), clean gap (+0.51%) holding above prev_close. PIT-Score: 0.93 (Rank #1)."
18,2021-11-04,2021-11-04,BSE,BSE Ltd.,Mid-Cap Equities,151.8586683654785,153.2817046813965,6712,1019275.3820690918,9551.419752441463,9142.240240810384,0.8969352543619734,True,409.1795116310779,2.8002656563800814,-0.3459401587427714,156.11111450195312,151.3333282470703,1 Day (Intraday),BREAKEVEN RATCHET / INTRADAY CLOSE,INTRADAY,11,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (+0.00%), RSI-14 (54.9), clean gap (+0.87%) holding above prev_close. PIT-Score: 22.22 (Rank #1)."
19,2021-11-04,2021-11-04,TATAINVEST,Tata Investment Corporation Ltd.,Mid-Cap Equities,155.20979388427733,156.35166329956056,6573,1020193.975201355,7505.507666656631,7096.589988271567,0.6956118307668812,True,408.9176783850644,1.4175714835833715,-0.45731256160712774,157.41000366210938,154.5,1 Day (Intraday),BREAKEVEN RATCHET / INTRADAY CLOSE,INTRADAY,14,Rank #2,"Point-in-Time Execution: Coiling proximity to 20-DMA (-0.30%), RSI-14 (56.5), clean gap (+0.94%) holding above prev_close. PIT-Score: 1.57 (Rank #2)."
20,2021-11-04,2021-11-04,COCHINSHIP,Cochin Shipyard Ltd.,Mid-Cap Equities,180.66060305786132,181.76075,5651,1020913.0678799744,6216.930370025686,5808.128070313162,0.5689150480142552,True,408.8022997125237,1.0181505602245564,-0.36565972142235537,182.5,180.0,1 Day (Intraday),BREAKEVEN RATCHET / INTRADAY CLOSE,INTRADAY,21,Rank #3,"Point-in-Time Execution: Coiling proximity to 20-DMA (-0.34%), RSI-14 (49.5), clean gap (+0.57%) holding above prev_close. PIT-Score: 1.38 (Rank #3)."
21,2021-11-04,2021-11-04,THERMAX,Thermax Ltd.,Mid-Cap Equities,1377.6998510742187,1379.236,741,1020875.5896459961,1138.2863540039398,730.9509035320681,0.07160038999321516,True,407.3354504718717,0.6750489897004622,-0.8492307714990401,1387.0,1366.0,1 Day (Intraday),INTRADAY SQUARE OFF,INTRADAY,16,Rank #4,"Point-in-Time Execution: Coiling proximity to 20-DMA (-0.81%), RSI-14 (46.9), clean gap (+1.48%) holding above prev_close. PIT-Score: 1.19 (Rank #4)."
22,2021-11-04,2021-11-04,DABUR,Dabur India Ltd.,Mid-Cap Equities,617.232,611.3248878173828,1655,1021518.96,-9776.270662231487,-10180.70883987484,-0.9966245599469677,False,404.4381776433521,-0.17529479773204742,-0.8881587474401799,616.1500244140625,611.75,1 Day (Intraday),INTRADAY SQUARE OFF,INTRADAY,88,Rank #5,"Point-in-Time Execution: Coiling proximity to 20-DMA (+1.53%), RSI-14 (54.5), clean gap (+0.89%) holding above prev_close. PIT-Score: 1.04 (Rank #5)."
24,2021-11-04,2021-11-04,GVT&D,GE Vernova T&D India Ltd.,Mid-Cap Equities,128.70689694213868,128.0434030456543,7930,1020645.6927511598,-5261.506599121261,-5666.929234834954,-0.5552298192294031,False,405.42263571369176,0.1111899709937666,-0.7823201536349347,128.85000610351562,127.69999694824219,1 Day (Intraday),INTRADAY SQUARE OFF,INTRADAY,69,Rank #7,"Point-in-Time Execution: Coiling proximity to 20-DMA (-1.42%), RSI-14 (45.1), clean gap (+0.75%) holding above prev_close. PIT-Score: 0.79 (Rank #7)."
25,2021-11-08,2021-11-08,SUZLON,Suzlon Energy Ltd.,Mid-Cap Equities,6.578359396934509,6.597917494773864,155071,1020112.7700420313,3032.893790046568,2625.284910961764,0.25735242103219585,True,407.60887908480385,3.2899345474086807,-0.8974933704203221,6.794783115386963,6.5193190574646,1 Day (Intraday),BREAKEVEN RATCHET / INTRADAY CLOSE,INTRADAY,50,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (+0.18%), RSI-14 (55.9), clean gap (+0.70%) holding above prev_close. PIT-Score: 2.11 (Rank #1)."
26,2021-11-09,2021-11-09,CRISIL,CRISIL Ltd.,Mid-Cap Equities,2965.92,2971.8518400000003,344,1020276.48,2040.5529600001173,1633.1704147596283,0.16007135779113799,True,407.38254524048904,1.1052203421493136,-1.1655709642792142,2998.699951171875,2931.35009765625,1 Day (Intraday),BREAKEVEN RATCHET / INTRADAY CLOSE,INTRADAY,57,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (+1.53%), RSI-14 (58.6), clean gap (+0.98%) holding above prev_close. PIT-Score: 0.77 (Rank #1)."
23,2021-11-04,2021-11-11,SJVN,SJVN Ltd.,Mid-Cap Equities,28.957799617767336,30.039800380706787,35247,1020675.5631274453,38137.28089132672,35813.42960267411,3.5087966143657257,True,2323.8512886526128,6.879670318423585,-0.7175946394761228,30.950000762939453,28.75,5 Days (Swing),SL HIT (Trailing Stop Triggered),SWING,6,Rank #6,"Point-in-Time Execution: Coiling proximity to 20-DMA (-0.90%), RSI-14 (50.9), clean gap (+0.87%) holding above prev_close. PIT-Score: 0.90 (Rank #6)."
29,2021-11-12,2021-11-12,VOLTAS,Voltas Ltd.,Mid-Cap Equities,1258.011,1261.8212756347657,814,1024020.954,3101.5643666991964,2692.5583850575654,0.26293977428293575,True,409.00598164163085,1.3425180236152572,-0.3546035107701735,1274.9000244140625,1253.550048828125,1 Day (Intraday),BREAKEVEN RATCHET / INTRADAY CLOSE,INTRADAY,36,Rank #3,"Point-in-Time Execution: Coiling proximity to 20-DMA (+1.11%), RSI-14 (54.5), clean gap (+0.53%) holding above prev_close. PIT-Score: 0.74 (Rank #3)."
27,2021-11-12,2021-11-17,ESCORTS,Escorts Kubota Ltd.,Mid-Cap Equities,1538.07,1597.798,665,1022816.5499999999,39719.119999999995,37388.871327978275,3.6554816528905674,True,2330.24867202172,8.252550274044749,-0.5246835319588794,1665.0,1530.0,4 Days (Swing),SL HIT (Trailing Stop Triggered),SWING,8,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (+0.05%), RSI-14 (51.8), clean gap (+0.90%) holding above prev_close. PIT-Score: 5.55 (Rank #1)."
28,2021-11-12,2021-11-17,JUBLFOOD,Jubilant Foodworks Ltd.,Mid-Cap Equities,788.3735877685547,795.4558878173829,1299,1024097.2905113525,9199.907763427822,6898.43750831422,0.6736115379105916,True,2301.470255113602,3.438267481400333,-0.9099208386505955,815.47998046875,781.2000122070312,4 Days (Swing),SL HIT (Trailing Stop Triggered),SWING,11,Rank #2,"Point-in-Time Execution: Coiling proximity to 20-DMA (-0.39%), RSI-14 (49.9), clean gap (+0.87%) holding above prev_close. PIT-Score: 1.33 (Rank #2)."
30,2021-11-25,2021-11-25,SUZLON,Suzlon Energy Ltd.,Mid-Cap Equities,6.440351903915405,6.4604614057540894,159746,1028820.4552428704,3212.4124807224143,2801.683177656447,0.2723199333157759,True,410.7293030659674,1.2261310364296438,-0.912448206071804,6.5193190574646,6.381587028503418,1 Day (Intraday),BREAKEVEN RATCHET / INTRADAY CLOSE,INTRADAY,31,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (-0.43%), RSI-14 (50.5), clean gap (+0.72%) holding above prev_close. PIT-Score: 1.30 (Rank #1)."
32,2021-12-01,2021-12-01,OIL,Oil India Ltd.,Mid-Cap Equities,142.284,142.61419390869142,7232,1028997.8879999999,2387.962347656372,1977.4064871240757,0.19216817742623743,True,410.55586053229626,3.337930093405844,-0.6447185198814461,147.03334045410156,141.36666870117188,1 Day (Intraday),BREAKEVEN RATCHET / INTRADAY CLOSE,INTRADAY,48,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (-1.07%), RSI-14 (48.5), clean gap (+0.64%) holding above prev_close. PIT-Score: 0.71 (Rank #1)."
31,2021-11-30,2021-12-02,CRISIL,CRISIL Ltd.,Mid-Cap Equities,3056.1,3090.806,336,1026849.6,11661.216000000015,9351.07839757,0.9106570619076055,True,2310.1376024300157,5.297601518274929,-0.19960079840319064,3218.0,3050.0,3 Days (Swing),SL HIT (Trailing Stop Triggered),SWING,19,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (-1.29%), RSI-14 (48.1), clean gap (+0.79%) holding above prev_close. PIT-Score: 0.72 (Rank #1)."
34,2021-12-03,2021-12-03,JUBLFOOD,Jubilant Foodworks Ltd.,Mid-Cap Equities,757.5019702148437,759.0169741552734,1360,1030202.6794921875,2060.405358984368,1649.5186226077067,0.16011593208249036,True,410.8867363766612,1.649900630834212,-0.594317954521868,770.0,753.0,1 Day (Intraday),BREAKEVEN RATCHET / INTRADAY CLOSE,INTRADAY,21,Rank #2,"Point-in-Time Execution: Coiling proximity to 20-DMA (-1.36%), RSI-14 (46.2), clean gap (+0.45%) holding above prev_close. PIT-Score: 0.68 (Rank #2)."
33,2021-12-03,2021-12-06,NMDC,NMDC Ltd.,Mid-Cap Equities,36.84026472473145,36.84011736367255,27964,1030201.1627623902,-4.120804651058279,-2309.619169149737,-0.224191085453321,False,2305.4983644986787,2.582291717952173,-1.5905470565808864,37.791587829589844,36.254302978515625,2 Days (Swing),SL HIT (Trailing Stop Triggered),SWING,5,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (+0.80%), RSI-14 (50.9), clean gap (+1.34%) holding above prev_close. PIT-Score: 1.17 (Rank #1)."
35,2021-12-07,2021-12-07,SUZLON,Suzlon Energy Ltd.,Mid-Cap Equities,6.486355038642883,6.499327748720169,158821,1030169.3935923014,2060.338787184446,1649.4638015443516,0.16011578404523455,True,410.87498564009445,1.2159972734088231,-0.9074145370861944,6.5652289390563965,6.427496910095215,1 Day (Intraday),BREAKEVEN RATCHET / INTRADAY CLOSE,INTRADAY,110,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (+0.32%), RSI-14 (51.8), clean gap (+0.71%) holding above prev_close. PIT-Score: 1.52 (Rank #1)."
36,2021-12-07,2021-12-07,NMDC,NMDC Ltd.,Mid-Cap Equities,37.199681922912596,37.15346088409424,27697,1030319.5902189101,-1280.1841121520847,-1690.1558903862351,-0.16404190567968632,False,409.9717782341505,0.764654216807165,-0.7850490343400013,37.484130859375,36.90764617919922,1 Day (Intraday),INTRADAY SQUARE OFF,INTRADAY,44,Rank #2,"Point-in-Time Execution: Coiling proximity to 20-DMA (+1.59%), RSI-14 (52.0), clean gap (+1.36%) holding above prev_close. PIT-Score: 0.93 (Rank #2)."
39,2021-12-08,2021-12-08,SJVN,SJVN Ltd.,Mid-Cap Equities,28.557,28.443,36074,1030165.218,-4112.435999999987,-4521.542705307987,-0.4389143242562852,False,409.10670530799996,0.15057737671929108,-0.7248647215403301,28.600000381469727,28.350000381469727,1 Day (Intraday),INTRADAY SQUARE OFF,INTRADAY,91,Rank #3,"Point-in-Time Execution: Coiling proximity to 20-DMA (-1.27%), RSI-14 (47.9), clean gap (+0.71%) holding above prev_close. PIT-Score: 0.77 (Rank #3)."
37,2021-12-08,2021-12-10,KPRMILL,K.P.R. Mill Ltd.,Mid-Cap Equities,516.9318244628906,522.2533878173828,1992,1029728.1943300781,10600.554202148342,8285.118147324396,0.8045927258226176,True,2315.4360548239456,8.776430698035886,-1.1184899618849684,562.2999877929688,511.1499938964844,3 Days (Swing),SL HIT (Trailing Stop Triggered),SWING,10,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (-0.19%), RSI-14 (54.2), clean gap (+0.89%) holding above prev_close. PIT-Score: 2.08 (Rank #1)."
38,2021-12-08,2021-12-13,SUZLON,Suzlon Energy Ltd.,Mid-Cap Equities,6.486355038642883,7.010287189483643,158820,1030162.9072372627,83210.90419652942,80819.2612806022,7.845289391883361,True,2391.6429159272216,13.248676451861419,-0.1996007984031922,7.3457112312316895,6.473408222198486,4 Days (Swing),SL HIT (Trailing Stop Triggered),SWING,30,Rank #2,"Point-in-Time Execution: Coiling proximity to 20-DMA (+0.47%), RSI-14 (51.8), clean gap (+0.71%) holding above prev_close. PIT-Score: 1.20 (Rank #2)."
40,2021-12-21,2021-12-21,IDEA,Vodafone Idea Ltd.,Mid-Cap Equities,13.877700382232666,13.922099809646607,74841,1038620.9743066749,3322.897547086817,2908.6824077771685,0.28005234630648984,True,414.21513930964863,6.645912385332939,-0.5598924127031922,14.800000190734863,13.800000190734863,1 Day (Intraday),BREAKEVEN RATCHET / INTRADAY CLOSE,INTRADAY,38,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (+0.79%), RSI-14 (53.5), clean gap (+1.47%) holding above prev_close. PIT-Score: 1.27 (Rank #1)."
42,2021-12-22,2021-12-22,BSE,BSE Ltd.,Mid-Cap Equities,208.74999490356444,209.16749489337158,4976,1038739.9746401367,2077.4799492802704,1663.5793389624423,0.16015358796014145,True,413.9006103178281,2.7278792740041222,-0.944777942812307,214.44444274902344,206.77777099609375,1 Day (Intraday),BREAKEVEN RATCHET / INTRADAY CLOSE,INTRADAY,66,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (-1.27%), RSI-14 (51.7), clean gap (+0.82%) holding above prev_close. PIT-Score: 0.80 (Rank #1)."
41,2021-12-21,2021-12-24,GODREJIND,Godrej Industries Ltd.,Mid-Cap Equities,596.19,613.9696121826172,1742,1038562.9800000001,30972.08442211908,28615.903970939722,2.7553364140651073,True,2356.1804511793553,7.214145189793722,-0.19960079840320274,639.2000122070312,595.0,4 Days (Swing),SL HIT (Trailing Stop Triggered),SWING,11,Rank #2,"Point-in-Time Execution: Coiling proximity to 20-DMA (+0.55%), RSI-14 (50.6), clean gap (+0.73%) holding above prev_close. PIT-Score: 1.17 (Rank #2)."
43,2021-12-27,2021-12-27,SJVN,SJVN Ltd.,Mid-Cap Equities,28.857599235534668,28.6925,36106,1041932.4779982147,-5961.072998214746,-6373.797969870186,-0.6117285049138382,False,412.7249716554398,-0.02633224615436523,-0.8926551788401689,28.850000381469727,28.600000381469727,1 Day (Intraday),INTRADAY SQUARE OFF,INTRADAY,40,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (+0.68%), RSI-14 (50.7), clean gap (+1.05%) holding above prev_close. PIT-Score: 1.19 (Rank #1)."
44,2021-12-28,2021-12-28,TATACOMM,Tata Communications Ltd.,Mid-Cap Equities,1378.1508244628906,1380.9071261118163,755,1040503.8724694824,2081.00774493895,1666.484435556533,0.1601612910484781,True,414.5233093824169,1.0049100063127632,-0.5732917125358737,1392.0,1370.25,1 Day (Intraday),BREAKEVEN RATCHET / INTRADAY CLOSE,INTRADAY,55,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (+0.48%), RSI-14 (52.2), clean gap (+0.84%) holding above prev_close. PIT-Score: 1.18 (Rank #1)."
45,2021-12-29,2021-12-29,BSE,BSE Ltd.,Mid-Cap Equities,216.432,216.63807540893555,4812,1041470.784,991.6348677978385,577.0825753538002,0.0554103470034355,True,414.55229244403836,0.8784875836615309,-0.3022792396254888,218.3333282470703,215.77777099609375,1 Day (Intraday),INTRADAY SQUARE OFF,INTRADAY,31,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (-1.50%), RSI-14 (55.9), clean gap (+0.52%) holding above prev_close. PIT-Score: 0.69 (Rank #1)."
46,2022-01-03,2022-01-03,VOLTAS,Voltas Ltd.,Mid-Cap Equities,1227.45,1230.7335512695313,848,1040877.6000000001,2784.451476562419,2369.5951022788886,0.22765357831496116,True,414.8563742835306,1.1568719226088602,-0.19960079840319733,1241.6500244140625,1225.0,1 Day (Intraday),BREAKEVEN RATCHET / INTRADAY CLOSE,INTRADAY,53,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (+0.41%), RSI-14 (52.4), clean gap (+0.48%) holding above prev_close. PIT-Score: 1.32 (Rank #1)."
47,2022-01-03,2022-01-03,RVNL,Rail Vikas Nigam Ltd.,Mid-Cap Equities,35.07,35.229399238586424,29705,1041754.35,4734.954382209806,4319.230710990603,0.4146112479386914,True,415.7236712192024,1.3686890135744127,-0.7698909693169472,35.54999923706055,34.79999923706055,1 Day (Intraday),BREAKEVEN RATCHET / INTRADAY CLOSE,INTRADAY,41,Rank #2,"Point-in-Time Execution: Coiling proximity to 20-DMA (+0.48%), RSI-14 (51.0), clean gap (+0.72%) holding above prev_close. PIT-Score: 1.23 (Rank #2)."
50,2022-01-10,2022-01-12,BHEL,Bharat Heavy Electricals Ltd.,Mid-Cap Equities,59.91959923553467,61.27720152282715,17393,1042181.5895036545,23612.776582878083,21256.179851895136,2.0395850460204854,True,2356.5967309829457,5.641559764507184,-0.3664885536567229,63.29999923706055,59.70000076293945,3 Days (Swing),SL HIT (Trailing Stop Triggered),SWING,3,Rank #2,"Point-in-Time Execution: Coiling proximity to 20-DMA (-0.61%), RSI-14 (46.7), clean gap (+0.50%) holding above prev_close. PIT-Score: 0.97 (Rank #2)."
51,2022-01-12,2022-01-12,GODFRYPHLP,Godfrey Phillips India Ltd.,Mid-Cap Equities,387.42329388427737,388.6211939086914,2695,1044105.7770181275,3228.3405657957774,2812.219361467399,0.26934238114253567,True,416.1212043283785,2.2137817346327338,-1.3051938959085667,396.0,382.3666687011719,1 Day (Intraday),BREAKEVEN RATCHET / INTRADAY CLOSE,INTRADAY,30,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (-0.01%), RSI-14 (45.8), clean gap (+1.25%) holding above prev_close. PIT-Score: 14.59 (Rank #1)."
52,2022-01-12,2022-01-12,PRESTIGE,Prestige Estates Projects Ltd.,Mid-Cap Equities,468.4850877685547,470.2076939086914,2229,1044253.2606361085,3839.6890863646986,3423.340917298547,0.32782669169864154,True,416.3481690661515,7.079180745303487,-0.3276679667297816,501.6499938964844,466.95001220703125,1 Day (Intraday),BREAKEVEN RATCHET / INTRADAY CLOSE,INTRADAY,28,Rank #2,"Point-in-Time Execution: Coiling proximity to 20-DMA (-0.27%), RSI-14 (49.5), clean gap (+1.27%) holding above prev_close. PIT-Score: 1.78 (Rank #2)."
48,2022-01-07,2022-01-13,JUBLFOOD,Jubilant Foodworks Ltd.,Mid-Cap Equities,721.0391755371094,782.142601928711,1445,1041901.608651123,88294.45113586425,85871.45181599163,8.241800483172627,True,2422.9993198726183,9.70277716335955,-0.5601880832758566,791.0,717.0,5 Days (Swing),TP REACHED (Peak > +5%),SWING,5,Rank #1,"Point-in-Time Execution: Coiling proximity to 20-DMA (+0.06%), RSI-14 (46.9), clean gap (+0.51%) holding above prev_close. PIT-Score: 4.70 (Rank #1)."
