date,symbol,company,sector,prev_close,open,high,low,close,daily_return,intraday_return,gap_pct,volume,vol_5d,vol_20d,vol_50d,vol_ratio,rng_pos,rsi_prev,dist_sma20,dist_52w_high,rank
2025-09-19,IPCALAB,Ipca Laboratories Ltd.,Healthcare,1336.1611328125,1341.1438274952293,1501.6864267133285,1329.1853452942837,1436.014404296875,7.473145942674801,7.073855529636189,0.37291121260511156,995320.0,147781.6,157867.0,203119.36,6.304800876687338,0.6192950103488276,30.253675646816063,-0.8027186961039524,-15.820644354988552,1
2025-09-19,ATGL,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,606.7380981445312,634.7783256008396,687.5099109164998,634.028587420996,651.2225952148438,7.331746136652825,2.590553103469481,4.621471363354024,16380380.0,322356.6,641856.85,581434.62,25.520300982999558,0.32149555527161233,75.03954685590219,0.4755178558197892,-11.264624552454109,2
2025-09-19,IDEA,Vodafone Idea Ltd.,Telecommunication,7.840000152587891,7.909999847412109,8.819999694824219,7.809999942779541,8.399999618530273,7.142850191878296,6.194687491409697,0.8928532329315413,2537.0,591970399.8,563786125.55,460250115.12,4.499933370167698e-06,0.5841582382137392,80.82191848461147,9.734762144657545,-6.443913537930233,3
2025-09-19,VMM,Vishal Mega Mart Ltd.,Consumer Services,146.35000610351562,147.08999633789062,153.39999389648438,146.6999969482422,152.35000610351562,4.099760676303701,3.5760486073722286,0.5056304772898974,28202583.0,10094144.8,31980773.8,25413756.26,0.8818605571075957,0.8432853326531402,43.31877191222575,-2.570704927172342,-7.13832459664419,4
2025-09-19,IREDA,Indian Renewable Energy Development Agency Ltd.,Financial Services,153.6857452392578,153.6659900005012,159.2885216007163,152.28259693447885,158.96243286132812,3.433426837248679,3.4467241975987264,-0.012854307812248347,26176765.0,10282616.4,6190429.95,6723271.36,4.228585932064379,0.9534552889271489,85.43133524733328,5.909701354107928,-10.922119225676543,5
2025-09-22,ATGL,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,651.2225952148438,655.7709709213897,781.4270975217486,652.1222208392303,780.4774169921875,19.848024734876024,19.01676829268293,0.6984364086822539,38847632.0,3520737.0,1445377.2,897760.1,26.877158433106597,0.9926554933276582,89.19290940624921,7.543927140712976,-5.278078923005271,1
2025-09-22,AWL,AWL Agri Business Ltd.,Fast Moving Consumer Goods,255.61471557617188,252.68004937296004,277.25170411305993,252.43134853696301,269.6911926269531,5.506911845451453,6.732285867525832,-1.148081868681507,30273044.0,3161131.6,1593840.7,2404601.46,18.993770205516775,0.695390685966324,58.47459545035184,-0.4552032590386036,-10.157338691741478,2
2025-09-22,HUDCO,Housing & Urban Development Corporation Ltd.,Financial Services,221.9592742919922,222.88959208303132,232.91962964159427,221.04833615021545,232.54168701171875,4.767727211887155,4.330437701681384,0.4191389587151365,18637185.0,5208917.4,3246318.1,3180729.46,5.74102242167827,0.9681633151307404,82.18918685070861,6.23708137737853,-4.58954680683627,3
2025-09-22,NAUKRI,Info Edge (India) Ltd.,Consumer Services,1366.451171875,1360.3939081771528,1416.0012504092115,1355.6275160715074,1407.7593994140625,3.0230299032478922,3.481748260720801,-0.44328431359429166,2045289.0,1579199.2,1127949.5,1625196.4,1.8132806477594963,0.8634861486445794,51.11901754194895,0.5781386123906913,-7.78690181316871,4
2025-09-22,FLUOROCHEM,Gujarat Fluorochemicals Ltd.,Chemicals,3795.78662109375,3817.472218150108,3901.41663341833,3782.4953784550153,3886.126708984375,2.380009650400044,1.7984280411485507,0.5713070628324524,260623.0,731372.0,342795.0,211752.7,0.7602882189063435,0.8714281611081907,75.20201650160438,7.493254501057435,-1.8614100101566544,5
2025-09-23,TATAINVEST,Tata Investment Corporation Ltd.,Financial Services,724.3641967773438,735.0092691745014,819.5731415514726,724.4139498334043,809.6244506835938,11.770357271324032,10.151597352356344,1.4695746206834825,17283710.0,2111036.0,746191.0,867603.0,23.162581698251522,0.8954521293397042,69.10467713466413,5.154079943167094,-4.574052066145492,1
2025-09-23,NLCINDIA,NLC India Ltd.,Power,260.5390625,261.7715205633035,273.55371591616455,256.4571991682754,272.2127990722656,4.480608957539956,3.9886991856461815,0.4730415667721654,9772198.0,2061252.6,2390193.55,1945906.62,4.088454677655707,0.9215678337480948,78.90846122636407,8.798422885316102,-1.0584460239280062,2
2025-09-23,IDEA,Vodafone Idea Ltd.,Telecommunication,8.390000343322754,8.390000343322754,8.970000267028809,8.350000381469727,8.720000267028809,3.9332528033647534,3.9332528033647534,0.0,212226885.0,583784007.6,561181927.25,465281340.38,0.37817840292895855,0.5967741191200968,85.07463704360138,14.884298121710495,-4.875276262807565,3
2025-09-23,AUBANK,AU Small Finance Bank Ltd.,Financial Services,705.364990234375,709.3111657501731,733.3378205075085,708.212257348542,730.940185546875,3.6258101361115194,3.0492992132482284,0.5594515705247742,5080969.0,2639598.6,2358941.55,2585377.46,2.153918989641774,0.904573881768782,48.783134369885325,-1.1331790325276658,-15.942840853082032,4
2025-09-23,ASHOKLEY,Ashok Leyland Ltd.,Capital Goods,136.15809631347656,136.2948323077434,141.11925776009144,136.2948323077434,140.67001342773438,3.313733987489097,3.2100858454502093,0.10042443157550898,43630485.0,17823024.6,15837662.7,14430310.72,2.754856308437482,0.9068812780310613,68.43605202614452,4.632742440173758,-2.250582460868115,5
2025-09-24,TATAINVEST,Tata Investment Corporation Ltd.,Financial Services,809.6244506835938,820.7669912693591,905.2811317874929,815.8921084869634,881.8021850585938,8.914964748663143,7.436360677083338,1.3762603854611006,36396500.0,5445582.0,1587107.5,1209954.6,22.93259908355294,0.7373397106044893,83.01608293877989,16.5702123792908,-1.213886883731423,1
2025-09-24,PREMIERENE,Premier Energies Ltd.,Capital Goods,1011.6045532226562,1011.2547921976886,1066.1143898068692,1008.0571363879541,1043.9306640625,3.1955284045393877,3.231220471529159,-0.034574876502225155,2896665.0,923382.8,1070781.4,995755.8,2.705188005693786,0.6178991523367221,47.06830851425067,-1.7738908156013544,-10.850003229014236,2
2025-09-24,JUBLFOOD,Jubilant Foodworks Ltd.,Consumer Services,614.9511108398438,614.9511436561162,630.8060171284817,609.815723937296,628.6123046875,2.2215089308480223,2.2215034758961605,5.336403473182292e-06,3120429.0,1650161.2,1207449.25,1307178.48,2.5843148273105476,0.8954891948863828,38.417369368903906,-3.398367948891232,-14.07258374159257,3
2025-09-24,HEXT,Hexaware Technologies Ltd.,Information Technology,671.1510620117188,673.7311374436641,690.331004017591,662.2426703951407,685.2196044921875,2.096181214151622,1.7052005481168686,0.384425441302561,3229757.0,2681354.8,1265821.0,1008781.56,2.551511627631395,0.8180241094360224,38.31522717656212,-8.449210931009391,-23.405558007480398,4
2025-09-24,INDIANB,Indian Bank,Financial Services,680.601318359375,682.6575428692349,706.940242859934,682.4617025947008,693.4281005859375,1.8846249456998008,1.5777395019226648,0.30211879618696114,5440713.0,1389901.4,1153747.2,1414802.76,4.71568901749014,0.44800048828125033,67.13088244809524,2.104588150458553,-2.3735997204429498,5
2025-09-25,AWL,AWL Agri Business Ltd.,Fast Moving Consumer Goods,251.4862823486328,252.43134302889973,261.086144076343,251.48628290863124,260.290283203125,3.5007877059025008,3.113298087284483,0.3757901510336823,5237063.0,10675292.4,3486508.5,3091240.12,1.5020938569345235,0.9170966267830225,38.147138575223046,-2.32782639314804,-11.608387499160482,1
2025-09-25,BHARTIHEXA,Bharti Hexacom Ltd.,Telecommunication,1669.2342529296875,1664.1897666251382,1728.6801627765158,1660.8267438399027,1708.996826171875,2.382084669805922,2.6924248932020793,-0.3022036179580959,413388.0,191642.0,188101.85,211604.04,2.1976817346559856,0.7099138567648529,32.87454041258347,-2.939816145519028,-17.341442045450663,2
2025-09-25,OIL,Oil India Ltd.,Oil Gas & Consumable Fuels,396.45111083984375,398.8399334750205,412.44174769495896,397.42614391917243,404.4464111328125,2.016717843476708,1.405696167117419,0.6025516311749589,6236842.0,1628121.8,1590720.45,1788688.96,3.9207655876932996,0.46753146383368394,62.82055079252195,2.193485759304787,-10.499998904896572,3
2025-09-25,KEI,KEI Industries Ltd.,Capital Goods,4074.475830078125,4105.139652621451,4179.052142717312,4085.1633039468943,4152.98291015625,1.9268019581458578,1.1654477455900227,0.7525832480576586,403469.0,304074.4,231591.15,266049.34,1.7421607000094779,0.7223393866356392,46.58543178252411,0.36968752686236567,-3.676507897472001,4
2025-09-25,GODREJIND,Godrej Industries Ltd.,Diversified,1191.0,1184.0,1242.0,1184.0,1212.5,1.8052057094878253,2.4070945945945947,-0.5877413937867338,588971.0,365141.6,157505.45,187002.48,3.739369018659354,0.49137931034482757,48.165445417339996,-1.4831291128856816,-10.11320754716981,5
2025-09-26,TATAINVEST,Tata Investment Corporation Ltd.,Financial Services,832.9044189453125,831.7105933397726,887.0252927228549,813.1065284496159,862.153564453125,3.5117049258605224,3.6602841609973082,-0.1433328456885415,21267960.0,12920226.0,3807482.5,2101240.8,5.58583263350521,0.6635261896723251,75.42147041209734,16.97311783418303,-7.994943261356982,1
2025-09-26,IPCALAB,Ipca Laboratories Ltd.,Healthcare,1345.8275146484375,1349.1161091851257,1375.1257828757175,1300.8835414004757,1366.455810546875,1.532759263272018,1.2852638289392775,0.2443548300873616,339048.0,329042.4,184913.55,217034.94,1.8335487042458491,0.8832204933934578,53.02853553834885,0.27100226637540875,-15.211653587044962,2
2025-09-26,ASHOKLEY,Ashok Leyland Ltd.,Capital Goods,137.1640167236328,136.30460425759264,139.65434825518915,135.7576935930741,138.609375,1.0537444957443842,1.6908972040678316,-0.6265582523525615,20914983.0,26794480.8,19103302.55,15441737.78,1.0948359816454878,0.7318281074920941,67.56169300610199,4.056698773533199,-2.802764909083283,3
2025-09-26,3MINDIA,3M India Ltd.,Diversified,28507.1484375,28581.07795782858,28847.223536328795,28393.790328513613,28733.865234375,0.7952980543531434,0.5345749267115038,0.259336778249377,2975.0,4585.6,4685.15,6917.82,0.6349850058162493,0.750000000000002,29.395204597868158,-4.976264362294773,-10.172387662830081,4
2025-09-26,ICICIGI,ICICI Lombard General Insurance Company Ltd.,Financial Services,1868.6104736328125,1876.5544618239592,1893.5345838759035,1861.7588715111992,1880.7249755859375,0.6483160682265091,0.222243150775635,0.42512809936800616,1278304.0,704920.8,598188.75,554723.18,2.1369576074441388,0.5968742370605469,59.913782694678424,0.8962068444424058,-9.034663482687224,5
2025-09-29,GODFRYPHLP,Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,3217.521728515625,3219.4820124250336,3469.3961412434155,3073.4537567625284,3441.95458984375,6.975333199433127,6.910197869101984,0.060925273387757495,3083877.0,519066.4,1410638.0,1468815.62,2.186157610953342,0.9306930693069305,38.457149762583754,-5.6125523239128405,-16.82290500552869,1
2025-09-29,HINDPETRO,Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,397.4209289550781,397.46797607907416,418.26846140043745,396.71502903159484,415.7742919921875,4.618116888148062,4.605733547064781,0.01183810931138843,11650349.0,4508753.8,2861659.9,3948344.46,4.071185747824191,0.8842797116687787,83.55031308453395,5.1033317014339294,-4.807234683719472,2
2025-09-29,PETRONET,Petronet LNG Ltd.,Oil Gas & Consumable Fuels,257.233642578125,258.39018732922153,270.1483204227871,257.7637343607326,268.4617004394531,4.3649258894734295,3.8977924101270998,0.44960866685440487,10076944.0,1639121.6,1510041.75,1687954.18,6.673288337888671,0.8638129708265619,35.613713606672476,-3.208560313124926,-14.83727368281262,3
2025-09-29,FORTIS,Fortis Healthcare Ltd.,Healthcare,931.7615356445312,937.00601806955,973.8669401835051,932.9103871548787,969.7213134765625,4.073979916521578,3.4914712153518073,0.5628567207800622,4072382.0,1314584.2,1290144.6,1848046.16,3.1565314461650265,0.8987798923399379,45.81096619435555,-2.3564286645999797,-5.131208969814762,4
2025-09-29,ABCAPITAL,Aditya Birla Capital Ltd.,Financial Services,278.8999938964844,280.25,290.75,279.54998779296875,289.8500061035156,3.9261428636299724,3.4255151127620427,0.4840466593974501,8153327.0,5443541.8,4619052.05,5057642.68,1.765151574769546,0.9196434896812551,37.745112692518084,-2.519160557995602,-6.847027527691848,5
