date,symbol,company,sector,prev_close,open,high,low,close,daily_return,volume,vol_20d_avg,vol_ratio,rank
2026-09-04,APLAPOLLO,APL Apollo Tubes Ltd.,Capital Goods,2151.11328125,2146.3319132971233,2272.2467615017363,2142.147836051835,2241.36572265625,4.195615460744346,955928.0,657254.0,1.454427055597988,3
2026-09-04,IDEA,Vodafone Idea Ltd.,Telecommunication,14.479999542236328,14.529999732971191,15.15999984741211,14.510000228881836,15.020000457763672,3.7292882085543537,525960563.0,437705580.45,1.2016309283954436,4
2026-09-04,MEDANTA,Global Health Ltd.,Healthcare,1417.300048828125,1424.300048828125,1491.800048828125,1424.300048828125,1469.800048828125,3.7042262182527192,470026.0,292938.4,1.6045216332170857,5
2026-09-07,IDEA,Vodafone Idea Ltd.,Telecommunication,15.020000457763672,15.09000015258789,15.680000305175781,15.0600004196167,15.600000381469727,3.8615173503956797,695355022.0,453710830.4,1.5325951584337583,1
2026-09-07,SUPREMEIND,Supreme Industries Ltd.,Capital Goods,3475.0,3475.0,3603.10009765625,3470.10009765625,3598.0,3.539568345323741,370941.0,202619.15,1.8307302147896682,2
2026-09-07,NAM-INDIA,Nippon Life India Asset Management Ltd.,Financial Services,1159.9000244140625,1158.800048828125,1196.0,1152.0,1195.0,3.0261207730958257,1817884.0,1376135.25,1.3210067833085448,3
2026-09-07,SBICARD,SBI Cards and Payment Services Ltd.,Financial Services,658.25,653.0999755859375,674.6500244140625,648.75,674.6500244140625,2.4914583234428407,2781077.0,3408982.4,0.8158085533090461,4
2026-09-07,BHARTIHEXA,Bharti Hexacom Ltd.,Telecommunication,1495.4000244140625,1502.800048828125,1534.5999755859375,1498.0,1528.699951171875,2.2268240079011834,83814.0,139911.15,0.5990516123982971,5
2026-09-08,GVT&D,GE Vernova T&D India Ltd.,Capital Goods,4367.2001953125,4636.10009765625,4793.0,4610.0,4750.0,8.765336773394889,4274212.0,854662.1,5.001054802827925,1
2026-09-08,LAURUSLABS,Laurus Labs Ltd.,Healthcare,1876.699951171875,1870.800048828125,1952.0,1862.699951171875,1946.9000244140625,3.740612514981535,2115447.0,3469007.8,0.6098132728326526,2
2026-09-08,KALYANKJIL,Kalyan Jewellers India Ltd.,Consumer Durables,588.5983276367188,588.5983355514954,616.3849817984722,584.7141597837672,610.1105346679688,3.654819597878177,10713234.0,9094451.35,1.1779967353390703,3
2026-09-08,FLUOROCHEM,Gujarat Fluorochemicals Ltd.,Chemicals,4527.501953125,4535.996329903379,4681.79968340955,4483.031402499792,4673.50537109375,3.224811816325659,136156.0,262410.5,0.5188664325550998,4
2026-09-08,ANTHEM,Anthem Biosciences Ltd.,Healthcare,933.5,939.2000122070312,959.9000244140625,920.0,957.7999877929688,2.603105280446572,898858.0,806643.9,1.1143182264193654,5
2026-09-09,JSL,Jindal Stainless Ltd.,Metals & Mining,738.75,739.0,794.0,731.0,783.2999877929688,6.030455200401861,6366585.0,474768.5,13.409872390438709,1
2026-09-09,PAYTM,One 97 Communications Ltd.,Financial Services,1670.0,1677.0,1758.9000244140625,1676.0999755859375,1751.5,4.880239520958083,8247684.0,3658167.0,2.2545947191585296,2
2026-09-09,MEDANTA,Global Health Ltd.,Healthcare,1428.5999755859375,1432.0999755859375,1487.4000244140625,1431.800048828125,1480.4000244140625,3.6259309613161173,565564.0,281859.8,2.006543678807691,3
2026-09-09,JSWINFRA,JSW Infrastructure Ltd.,Services,332.0,330.1499938964844,343.45001220703125,329.1000061035156,341.3999938964844,2.8313234627964987,5359382.0,2277436.4,2.353252103988502,4
2026-09-09,TORNTPOWER,Torrent Power Ltd.,Power,1270.199951171875,1273.0,1322.4000244140625,1271.5999755859375,1305.699951171875,2.7948355664199185,486733.0,442687.15,1.0994965632049631,5
2026-09-10,TATAINVEST,Tata Investment Corporation Ltd.,Financial Services,618.7999877929688,620.0,679.4000244140625,620.0,645.1500244140625,4.25824776032634,8165222.0,157041.0,51.994205334912536,1
2026-09-10,BLUESTARCO,Blue Star Ltd.,Consumer Durables,1456.9000244140625,1450.0,1518.5,1450.0,1514.0,3.919278922992813,997496.0,434178.9,2.297430851660456,2
2026-09-10,EXIDEIND,Exide Industries Ltd.,Automobile and Auto Components,410.75,411.0,424.0,411.0,420.8500061035156,2.4589181018905966,3849629.0,2164223.75,1.7787573951168405,3
2026-09-10,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,Financial Services,462.5,462.04998779296875,475.1499938964844,455.29998779296875,471.0,1.8378378378378377,2174563.0,1245077.25,1.746528578849224,4
2026-09-10,NAM-INDIA,Nippon Life India Asset Management Ltd.,Financial Services,1164.800048828125,1156.5999755859375,1186.300048828125,1152.4000244140625,1185.0,1.7341990320310894,1085689.0,1433434.9,0.7574037718769091,5
2026-09-11,AIIL,Authum Investment & Infrastructure Ltd.,Financial Services,512.2999877929688,508.0,558.0,503.0,544.3499755859375,6.256097707720584,5994616.0,402159.8,14.906054757337754,1
2026-09-11,YESBANK,Yes Bank Ltd.,Financial Services,22.299999237060547,22.229999542236328,23.950000762939453,22.06999969482422,23.479999542236328,5.291481370164037,234792571.0,49313939.45,4.76118058339385,2
2026-09-11,INDUSTOWER,Indus Towers Ltd.,Telecommunication,372.0,372.0,390.8500061035156,372.0,388.0,4.301075268817205,16707001.0,4015308.35,4.160826403282329,3
2026-09-11,PAYTM,One 97 Communications Ltd.,Financial Services,1739.0,1745.0,1840.0,1726.800048828125,1807.5,3.939045428407131,9269434.0,3860135.0,2.4013237878986096,4
2026-09-11,WAAREEENER,Waaree Energies Ltd.,Capital Goods,2546.0,2543.300048828125,2635.0,2515.10009765625,2625.0,3.102906520031422,1067044.0,464039.8,2.2994665543774477,5
2026-09-14,360ONE,360 ONE WAM Ltd.,Financial Services,1091.0,1091.0,1091.0,1091.0,1091.0,0.0,0.0,828391.1,0.0,1
2026-09-14,NHPC,NHPC Ltd.,Power,76.37999725341797,76.37999725341797,76.37999725341797,76.37999725341797,76.37999725341797,0.0,0.0,9285486.8,0.0,2
2026-09-14,MFSL,Max Financial Services Ltd.,Financial Services,1477.0,1477.0,1477.0,1477.0,1477.0,0.0,0.0,521956.5,0.0,3
2026-09-14,MOTILALOFS,Motilal Oswal Financial Services Ltd.,Financial Services,1026.5,1026.5,1026.5,1026.5,1026.5,0.0,0.0,1278406.75,0.0,4
2026-09-14,MPHASIS,MphasiS Ltd.,Information Technology,2295.0,2295.0,2295.0,2295.0,2295.0,0.0,0.0,407157.45,0.0,5
2026-09-15,TATAINVEST,Tata Investment Corporation Ltd.,Financial Services,650.9000244140625,700.1500244140625,750.5,700.1500244140625,718.3499755859375,10.36256700598424,24516580.0,563859.55,43.479941059790505,1
2026-09-15,HEXT,Hexaware Technologies Ltd.,Information Technology,497.04998779296875,497.75,527.2000122070312,497.75,517.5,4.114276774823922,441056.0,429241.95,1.0275230554702306,2
2026-09-15,MPHASIS,MphasiS Ltd.,Information Technology,2295.0,2353.0,2461.10009765625,2353.0,2378.0,3.6165577342047928,1176828.0,387988.9,3.0331486287365435,3
2026-09-15,DABUR,Dabur India Ltd.,Fast Moving Consumer Goods,376.0,379.0,390.95001220703125,376.75,384.8999938964844,2.3670196533203125,9936721.0,1655404.7,6.002593202737675,4
2026-09-15,TATAELXSI,Tata Elxsi Ltd.,Information Technology,3383.0,3450.0,3532.10009765625,3418.10009765625,3440.0,1.6848950635530595,424602.0,162942.2,2.605844280978163,5
2026-09-16,PATANJALI,Patanjali Foods Ltd.,Fast Moving Consumer Goods,338.54998779296875,339.04998779296875,367.3999938964844,337.5,365.0,7.812734650933159,28837966.0,1757927.35,16.404526614822846,1
2026-09-16,POLICYBZR,PB Fintech Ltd.,Financial Services,1736.0,1739.9000244140625,1847.0,1710.0999755859375,1827.0999755859375,5.247694446194556,2054206.0,1011828.0,2.030192878631546,2
2026-09-16,MFSL,Max Financial Services Ltd.,Financial Services,1425.9000244140625,1425.9000244140625,1491.699951171875,1423.5999755859375,1487.5999755859375,4.3270881629466995,929997.0,462136.85,2.012384426820757,3
2026-09-16,PAYTM,One 97 Communications Ltd.,Financial Services,1730.0,1830.0,1855.5,1731.0999755859375,1790.0,3.4682080924855487,15413025.0,4024542.05,3.8297587175166927,4
2026-09-16,APARINDS,Apar Industries Ltd.,Capital Goods,16550.0,16610.0,17200.0,16015.0,17075.0,3.1722054380664653,108334.0,113995.6,0.9503349252076395,5
2026-09-17,NIACL,The New India Assurance Company Ltd.,Financial Services,184.19000244140625,186.5,201.24000549316406,186.5,197.0500030517578,6.981921081434662,34650793.0,11637268.15,2.9775710719529993,1
2026-09-17,JKCEMENT,J.K. Cement Ltd.,Construction Materials,4750.0,4780.0,5055.0,4745.5,5027.0,5.8315789473684205,79376.0,34619.7,2.292798608884537,2
2026-09-17,TATAINVEST,Tata Investment Corporation Ltd.,Financial Services,681.9500122070312,676.0999755859375,733.5,670.0,719.2999877929688,5.476937446640668,3732302.0,2015229.45,1.8520481625553855,3
2026-09-17,BHEL,Bharat Heavy Electricals Ltd.,Capital Goods,410.6000061035156,411.54998779296875,430.75,410.79998779296875,429.20001220703125,4.529957580864334,8684564.0,6111191.1,1.421091871926571,4
2026-09-17,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,Financial Services,470.0,470.0,496.8999938964844,468.75,490.5,4.361702127659575,2550650.0,1231099.9,2.071846484594792,5
2026-09-18,JSWINFRA,JSW Infrastructure Ltd.,Services,326.6499938964844,329.8999938964844,356.95001220703125,326.1000061035156,348.25,6.61258426668169,25470641.0,2234927.65,11.396628879686553,1
2026-09-18,UNOMINDA,UNO Minda Ltd.,Automobile and Auto Components,1205.0,1213.199951171875,1284.0,1206.800048828125,1284.0,6.556016597510374,1277954.0,619014.8,2.0644966808548033,2
2026-09-18,RVNL,Rail Vikas Nigam Ltd.,Construction,201.6999969482422,201.8000030517578,214.2899932861328,200.77999877929688,214.2899932861328,6.241941759236277,9469057.0,4350556.0,2.1765165188081705,3
2026-09-18,AIIL,Authum Investment & Infrastructure Ltd.,Financial Services,527.2000122070312,531.9500122070312,562.0,527.5,559.0,6.031864009229367,762508.0,615044.85,1.239759994738595,4
2026-09-18,APARINDS,Apar Industries Ltd.,Capital Goods,17801.0,17800.0,19080.0,17745.0,18858.0,5.937868659064097,271798.0,114629.8,2.371093729553746,5
