symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,trade_type,exit_reason
IREDA,2025-10-01,2025-10-01,150.33105458603612,150.56781350708007,6720,1591.0199494153949,0.1574916917172678,INTRADAY,SQUARE_OFF_INTRADAY
APLAPOLLO,2025-10-01,2025-10-01,1692.2620079367202,1721.007995361328,596,17132.608505066277,1.6986723858237656,INTRADAY,SQUARE_OFF_INTRADAY
FORTIS,2025-09-29,2025-10-06,939.8170361237586,1050.67763671875,1068,118399.12143545071,11.795976911871255,SWING,MAX_HOLDING_DAYS
HUDCO,2025-10-01,2025-10-06,218.69831345485576,222.8886972067588,4619,19355.382550040085,1.9160567293391666,SWING,STOP_LOSS_HIT
JSL,2025-10-03,2025-10-06,764.1438554289502,755.3219266018582,1324,-11680.233767069876,-1.1544853451893404,SWING,STOP_LOSS_HIT
FEDERALBNK,2025-10-07,2025-10-07,194.01946956168754,198.0948985595703,5281,21522.340537818895,2.100525791091808,INTRADAY,SQUARE_OFF_INTRADAY
PETRONET,2025-10-07,2025-10-07,272.3121590325531,276.581501159668,3763,16065.534424333355,1.5678117871352653,INTRADAY,SQUARE_OFF_INTRADAY
GICRE,2025-10-06,2025-10-08,354.4546579518416,365.1309601184887,2891,30865.189563776697,3.012036074892723,SWING,STOP_LOSS_HIT
NATIONALUM,2025-10-08,2025-10-08,211.28883590304923,215.507102142334,4882,20593.575780188192,1.9964453972477412,INTRADAY,SQUARE_OFF_INTRADAY
FEDERALBNK,2025-10-08,2025-10-08,200.41680145928876,201.51632568359375,5147,5659.251182497762,0.548618786598256,INTRADAY,SQUARE_OFF_INTRADAY
BHARTIHEXA,2025-10-07,2025-10-09,1669.1823748210893,1706.3685085721738,613,22795.099989414815,2.227805320258687,SWING,STOP_LOSS_HIT
NMDC,2025-10-09,2025-10-09,74.45608744218195,76.3222921295166,13920,25977.569247698244,2.50645011233477,INTRADAY,SQUARE_OFF_INTRADAY
FORTIS,2025-10-06,2025-10-10,995.9254949268255,1046.7895108496223,1028,52288.208368635045,5.10721094920197,SWING,STOP_LOSS_HIT
SAIL,2025-10-09,2025-10-10,132.396,131.34678060913086,7828,-8213.289391723521,-0.7924857177476106,SWING,STOP_LOSS_HIT
TATACOMM,2025-10-10,2025-10-10,1691.3250605087453,1849.6402299804688,616,97522.14439458167,9.36042237936821,INTRADAY,SQUARE_OFF_INTRADAY
GODREJPROP,2025-10-10,2025-10-10,2043.1646664941388,2077.673240234375,510,17599.37260752047,1.6889766305253013,INTRADAY,SQUARE_OFF_INTRADAY
VOLTAS,2025-10-10,2025-10-10,1398.802689139558,1410.0358491210939,745,8368.704186244238,0.8030553607561133,INTRADAY,SQUARE_OFF_INTRADAY
SRF,2025-10-10,2025-10-10,3005.7540746197715,3007.175744140625,347,493.3193237361147,0.04729826478013502,INTRADAY,SQUARE_OFF_INTRADAY
PHOENIXLTD,2025-10-13,2025-10-13,1607.6855800028386,1617.5117893066406,656,6445.993303294104,0.6112021794575428,INTRADAY,SQUARE_OFF_INTRADAY
AUROPHARMA,2025-10-09,2025-10-14,1100.291,1118.758,942,17395.91400000009,1.6783741755590202,SWING,STOP_LOSS_HIT
IREDA,2025-10-14,2025-10-14,149.65710764901587,152.38236865234376,7071,19270.32055453149,1.8210033897750582,INTRADAY,SQUARE_OFF_INTRADAY
PREMIERENE,2025-10-14,2025-10-14,1037.3405929914777,1054.109236328125,1020,17104.016203380248,1.6165031475621685,INTRADAY,SQUARE_OFF_INTRADAY
WAAREEENER,2025-10-15,2025-10-15,3515.794224461442,3506.639658203125,302,-2764.6790100117696,-0.260384017773948,INTRADAY,SQUARE_OFF_INTRADAY
MEDANTA,2025-10-16,2025-10-16,1358.4829802080762,1392.7141166992187,781,26734.517599582276,2.5198060623401672,INTRADAY,SQUARE_OFF_INTRADAY
ICICIGI,2025-10-15,2025-10-17,1887.4626759592159,1982.0099600777057,562,53135.57367459131,5.009226689499466,SWING,STOP_LOSS_HIT
MAHABANK,2025-10-15,2025-10-17,54.39852922369373,55.59914597556629,19521,23437.239613304224,2.2070757592277337,SWING,STOP_LOSS_HIT
GODREJPROP,2025-10-15,2025-10-21,2063.8269768096543,2277.9023505859377,514,110034.74212100968,10.372738421474152,SWING,MAX_HOLDING_DAYS
ENDURANCE,2025-10-16,2025-10-23,2841.7329621560953,2911.15452511224,373,25894.242982642067,2.4429305596495263,SWING,STOP_LOSS_HIT
MAHABANK,2025-10-20,2025-10-23,56.20856772159309,57.93272596040282,19071,32881.421772340334,3.067429590715893,SWING,STOP_LOSS_HIT
APOLLOTYRE,2025-10-20,2025-10-23,488.66217525086296,500.02263428804815,2193,24913.48666854713,2.3248083466564835,SWING,STOP_LOSS_HIT
OIL,2025-10-23,2025-10-23,401.0144345803103,406.1675737915039,2721,14021.691793657797,1.2850258661104619,INTRADAY,SQUARE_OFF_INTRADAY
BALKRISIND,2025-10-23,2025-10-23,2315.89489831424,2327.5421298828123,471,5485.846068797578,0.5029257405873847,INTRADAY,SQUARE_OFF_INTRADAY
ITCHOTELS,2025-10-24,2025-10-24,221.51453529731475,220.05333508300782,4935,-7211.023057604688,-0.6596407826446776,INTRADAY,SQUARE_OFF_INTRADAY
ACC,2025-10-24,2025-10-24,1855.545647750302,1835.7777517089844,589,-11643.290768336006,-1.065341403230067,INTRADAY,SQUARE_OFF_INTRADAY
CRISIL,2025-10-20,2025-10-27,4750.759717618219,4962.618349609375,225,47668.192198010205,4.459468476283436,SWING,MAX_HOLDING_DAYS
