symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,trade_type,exit_reason
NAUKRI,2025-10-23,2025-10-27,1319.6565675427098,1361.439115974275,826,34512.38500447281,3.1661683394920765,SWING,STOP_LOSS_HIT
INDUSTOWER,2025-10-27,2025-10-27,351.5603578551791,357.11749407958985,3127,17377.164973732342,1.580706157632232,INTRADAY,SQUARE_OFF_INTRADAY
LTF,2025-10-28,2025-10-28,266.56105202578823,265.08406481933594,4131,-6101.434149854422,-0.5540896523432849,INTRADAY,SQUARE_OFF_INTRADAY
CONCOR,2025-10-28,2025-10-28,535.6480145945295,532.1911141357422,2056,-7107.3873432667815,-0.6453679215826313,INTRADAY,SQUARE_OFF_INTRADAY
ASHOKLEY,2025-10-28,2025-10-28,138.50605299939548,136.54856018066405,7951,-15564.025401733554,-1.413290449291749,INTRADAY,SQUARE_OFF_INTRADAY
BHARATFORG,2025-10-23,2025-10-29,1267.4078123708948,1314.0616782226562,861,40168.978498366516,3.681046100267254,SWING,MAX_HOLDING_DAYS
NMDC,2025-10-29,2025-10-29,73.24906559051416,74.28832043457031,15051,15641.824657889047,1.4187960428955018,INTRADAY,SQUARE_OFF_INTRADAY
GODREJIND,2025-10-30,2025-10-30,1106.5095510253905,1094.6064487304689,997,-11867.392988036845,-1.0757342567799015,INTRADAY,SQUARE_OFF_INTRADAY
SAIL,2025-10-29,2025-10-31,133.77010510253905,135.229,8241,12022.752849975812,1.0905986029858281,SWING,STOP_LOSS_HIT
AUROPHARMA,2025-10-31,2025-10-31,1108.3149999999998,1136.6222243652344,996,28193.995467773624,2.554077528972771,INTRADAY,SQUARE_OFF_INTRADAY
FLUOROCHEM,2025-10-31,2025-10-31,3688.5974862672533,3733.640557128906,299,13467.878187634164,1.2211435655245464,INTRADAY,SQUARE_OFF_INTRADAY
UPL,2025-10-28,2025-11-03,677.4880374866718,722.14851171875,1625,72573.27062712703,6.5920683113104825,SWING,MAX_HOLDING_DAYS
HUDCO,2025-10-29,2025-11-03,220.54507171319887,228.34342964764315,4999,38983.99131428697,3.535947493120781,SWING,STOP_LOSS_HIT
AJANTPHARM,2025-11-03,2025-11-03,2441.0564013478347,2483.4581884765626,458,19420.018504957356,1.7370261131744276,INTRADAY,SQUARE_OFF_INTRADAY
BHEL,2025-10-29,2025-11-04,238.38633757303128,265.85790466308595,4624,127028.52622441277,11.523968768402494,SWING,MAX_HOLDING_DAYS
MFSL,2025-11-04,2025-11-04,1570.6979999999999,1589.2152243652345,722,13369.435991699378,1.1789169124322179,INTRADAY,SQUARE_OFF_INTRADAY
THERMAX,2025-11-04,2025-11-04,3215.4242292197378,3251.8753056640626,352,12830.778908402339,1.133631951674698,INTRADAY,SQUARE_OFF_INTRADAY
COROMANDEL,2025-11-04,2025-11-04,2150.884207275814,2153.8669829101564,527,1571.9227592984912,0.13867671835855358,INTRADAY,SQUARE_OFF_INTRADAY
INDUSTOWER,2025-11-03,2025-11-06,353.7835779609107,374.18950306819835,3164,64564.34703945815,5.767911903910445,SWING,STOP_LOSS_HIT
LICI,2025-11-07,2025-11-07,445.9122876324673,450.58853308105466,2563,11985.217084729347,1.0486917670323592,INTRADAY,SQUARE_OFF_INTRADAY
BAJAJHFL,2025-11-07,2025-11-07,110.32999999999998,109.281,10362,-10869.737999999774,-0.9507840116015394,INTRADAY,SQUARE_OFF_INTRADAY
UNOMINDA,2025-11-07,2025-11-07,1237.885386162902,1224.445615234375,923,-12404.908567030392,-1.0857039818675374,INTRADAY,SQUARE_OFF_INTRADAY
IPCALAB,2025-11-10,2025-11-10,1323.3775113564054,1337.4670441894532,863,12159.266834920225,1.0646646714289862,INTRADAY,SQUARE_OFF_INTRADAY
ASTRAL,2025-11-06,2025-11-11,1483.1925478273065,1547.8715966467958,770,49802.867591006725,4.360799204003287,SWING,STOP_LOSS_HIT
MPHASIS,2025-11-11,2025-11-11,2720.421500372693,2699.5705078125,422,-8799.118860401419,-0.7664618353198718,INTRADAY,SQUARE_OFF_INTRADAY
HUDCO,2025-11-11,2025-11-11,228.41822165623674,223.12081149291993,5027,-26630.080890993613,-2.319171441273749,INTRADAY,SQUARE_OFF_INTRADAY
NAUKRI,2025-11-12,2025-11-12,1342.165486556286,1364.0156472167969,852,18616.33688275532,1.6279781352874636,INTRADAY,SQUARE_OFF_INTRADAY
AIAENG,2025-11-10,2025-11-14,3327.481828161756,3671.81158203125,343,118105.1055772365,10.348058130785247,SWING,MAX_HOLDING_DAYS
KPITTECH,2025-11-10,2025-11-14,1147.443676403154,1215.3832165341337,995,67599.8424303247,5.920947714309339,SWING,STOP_LOSS_HIT
KPRMILL,2025-11-11,2025-11-14,1051.0086675821747,1072.7801663455432,1092,23774.47664959843,2.0714861289824986,SWING,STOP_LOSS_HIT
GLENMARK,2025-11-14,2025-11-14,1893.7856530500997,1889.928266845703,616,-2376.149901908282,-0.2036865258844854,INTRADAY,SQUARE_OFF_INTRADAY
HEROMOTOCO,2025-11-14,2025-11-14,5353.437905307688,5343.151168945313,218,-2242.508526997848,-0.19215196933874254,INTRADAY,SQUARE_OFF_INTRADAY
APARINDS,2025-11-12,2025-11-18,8595.95613831518,9266.195119140624,133,89141.78444978414,7.797142866259583,SWING,MAX_HOLDING_DAYS
IPCALAB,2025-11-14,2025-11-18,1309.084138919251,1424.788222317154,891,103092.33830753146,8.838552080649716,SWING,STOP_LOSS_HIT
ASHOKLEY,2025-11-13,2025-11-19,141.8952492790708,144.2551289572315,8081,19070.187679216575,1.6631139450760817,SWING,STOP_LOSS_HIT
HUDCO,2025-11-17,2025-11-19,222.29467705704724,230.6065408745712,5250,43637.28504200085,3.739119590070484,SWING,STOP_LOSS_HIT
LGEINDIA,2025-11-19,2025-11-19,1654.9499999999998,1664.7637756347656,720,7065.918457031348,0.5929952950098651,INTRADAY,SQUARE_OFF_INTRADAY
KPRMILL,2025-11-18,2025-11-20,1087.8355069830727,1091.4492797178145,1090,3939.0122808685783,0.33219845386036356,SWING,STOP_LOSS_HIT
360ONE,2025-11-20,2025-11-20,1125.7518082676788,1133.2374060058594,1060,7934.733602471392,0.6649421020872702,INTRADAY,SQUARE_OFF_INTRADAY
MPHASIS,2025-11-20,2025-11-20,2673.339288135796,2663.5114228515627,446,-4383.227916768013,-0.367625064571826,INTRADAY,SQUARE_OFF_INTRADAY
BALKRISIND,2025-11-20,2025-11-20,2330.8347479994572,2283.176205566406,512,-24401.173725722125,-2.044698470106304,INTRADAY,SQUARE_OFF_INTRADAY
HEROMOTOCO,2025-11-17,2025-11-21,5418.883207148216,5790.785356445313,215,79958.96209887584,6.863077410609429,SWING,MAX_HOLDING_DAYS
LTTS,2025-11-19,2025-11-21,4051.5689341656102,4223.811564720914,294,50639.33338325938,4.251257558592571,SWING,STOP_LOSS_HIT
INDUSINDBK,2025-11-21,2025-11-21,833.3468228392046,843.4906682128906,1445,14657.856564976217,1.2172417408547835,INTRADAY,SQUARE_OFF_INTRADAY
TATACOMM,2025-11-21,2025-11-21,1913.3761991379263,1899.7830295410156,629,-8550.10367645682,-0.7104284877712549,INTRADAY,SQUARE_OFF_INTRADAY
AWL,2025-11-21,2025-11-21,280.0790300964827,272.1302469482422,4301,-34187.71632058249,-2.8380500837575364,INTRADAY,SQUARE_OFF_INTRADAY
ICICIGI,2025-11-24,2025-11-24,2009.1036405715108,1985.964447265625,598,-13837.237596919698,-1.1517172553280326,INTRADAY,SQUARE_OFF_INTRADAY
PHOENIXLTD,2025-11-25,2025-11-25,1692.8278037698346,1725.9504831542968,709,23483.979683583642,1.9566478829506302,INTRADAY,SQUARE_OFF_INTRADAY
OFSS,2025-11-26,2025-11-26,7917.532489545913,7933.850012695312,151,2463.9459955592138,0.20609354203401076,INTRADAY,SQUARE_OFF_INTRADAY
LAURUSLABS,2025-11-26,2025-11-26,982.9643195228246,983.6474150390625,1223,835.4258163589845,0.06949341931043157,INTRADAY,SQUARE_OFF_INTRADAY
BHARTIHEXA,2025-11-28,2025-11-28,1745.3745590232363,1745.5580400390625,689,126.41841990421472,0.010512414935670176,INTRADAY,SQUARE_OFF_INTRADAY
ABCAPITAL,2025-11-25,2025-12-01,334.95186224365233,355.3878060913086,3584,73242.42275000014,6.101158450282231,SWING,MAX_HOLDING_DAYS
SRF,2025-11-28,2025-12-02,2857.1651034435195,2879.411791489373,421,9365.855667304415,0.7786280190473245,SWING,STOP_LOSS_HIT
NAUKRI,2025-12-02,2025-12-02,1371.866368769966,1376.5433979492188,883,4129.816765280347,0.3409245452562868,INTRADAY,SQUARE_OFF_INTRADAY
YESBANK,2025-12-02,2025-12-02,22.65777015304565,22.66457908630371,53469,364.06685237523874,0.030051206328197657,INTRADAY,SQUARE_OFF_INTRADAY
APOLLOTYRE,2025-12-03,2025-12-03,516.6904608999545,527.4184520263672,2345,25157.139191437756,2.0762897591968366,INTRADAY,SQUARE_OFF_INTRADAY
BIOCON,2025-12-03,2025-12-03,402.72436935737414,408.6912333984375,3009,17954.293899559565,1.481624777409084,INTRADAY,SQUARE_OFF_INTRADAY
MANKIND,2025-12-03,2025-12-03,2234.6839999999997,2201.1888974609374,542,-18154.345576171807,-1.4988742273655864,INTRADAY,SQUARE_OFF_INTRADAY
BALKRISIND,2025-12-02,2025-12-04,2302.2978679000817,2373.1252067530186,526,37255.18023664482,3.0763759911543636,SWING,STOP_LOSS_HIT
PERSISTENT,2025-12-04,2025-12-04,6354.19776807034,6393.873150390625,191,7577.998023174315,0.6243964032667038,INTRADAY,SQUARE_OFF_INTRADAY
YESBANK,2025-12-04,2025-12-04,22.557469770431517,22.714480228424073,54002,8478.878752513983,0.69604640764438,INTRADAY,SQUARE_OFF_INTRADAY
SBICARD,2025-12-05,2025-12-05,859.168821557437,880.2957557373047,1419,29979.119601232273,2.458996840873529,INTRADAY,SQUARE_OFF_INTRADAY
PETRONET,2025-12-04,2025-12-08,269.159257248914,270.0373972693275,4525,3973.5835923712016,0.32625295127837123,SWING,STOP_LOSS_HIT
UPL,2025-12-12,2025-12-12,743.8460987501462,739.6931860351563,1644,-6827.388503443482,-0.5583026814240095,INTRADAY,SQUARE_OFF_INTRADAY
SWIGGY,2025-12-12,2025-12-16,405.96424999999994,408.58119390869143,3012,7882.235052978787,0.6446242270573078,SWING,STOP_LOSS_HIT
NAM-INDIA,2025-12-18,2025-12-18,874.0995794990803,903.9494034423828,1399,41759.90369668029,3.4149225835812196,INTRADAY,SQUARE_OFF_INTRADAY
SWIGGY,2025-12-18,2025-12-18,401.19999999999993,409.8786121826172,3049,26461.08854480002,2.163163554989347,INTRADAY,SQUARE_OFF_INTRADAY
ICICIPRULI,2025-12-18,2025-12-18,631.7537042149778,642.1302800292968,1936,20089.05077652166,1.6425033593135883,INTRADAY,SQUARE_OFF_INTRADAY
HDBFS,2025-12-19,2025-12-19,750.1078558412505,769.1078715820313,1642,31198.025846362045,2.532971171122071,INTRADAY,SQUARE_OFF_INTRADAY
HEXT,2025-12-19,2025-12-22,748.4866472532634,736.0379801457343,1646,-20490.506058992905,-1.6631782481641095,SWING,STOP_LOSS_HIT
AJANTPHARM,2025-12-22,2025-12-22,2631.834100529203,2670.9303930664064,468,18297.06490741111,1.4855150835435194,INTRADAY,SQUARE_OFF_INTRADAY
LENSKART,2025-12-19,2025-12-23,419.25399999999996,453.7406939086914,2938,101321.90670373548,8.225728057142318,SWING,STOP_LOSS_HIT
IREDA,2025-12-23,2025-12-23,134.98871730595712,136.810791015625,9223,16804.98582426682,1.3497970393615015,INTRADAY,SQUARE_OFF_INTRADAY
TATAELXSI,2025-12-19,2025-12-24,5040.947654350812,5296.708168492468,244,62405.5654505641,5.073659392612632,SWING,STOP_LOSS_HIT
THERMAX,2025-12-24,2025-12-24,2940.8212207968163,2982.4182294921875,426,17720.325704228126,1.41446914219765,INTRADAY,SQUARE_OFF_INTRADAY
PRESTIGE,2025-12-24,2025-12-24,1614.8031617324507,1612.733766845703,775,-1603.781037229436,-0.12815152557216308,INTRADAY,SQUARE_OFF_INTRADAY
KEI,2025-12-19,2025-12-26,4107.436637369106,4373.048289536352,299,79417.88399800645,6.46660376329932,SWING,STOP_LOSS_HIT
RVNL,2025-12-22,2025-12-29,319.0108955185882,364.5800171508789,3865,176124.65510880362,14.284503216798589,SWING,MAX_HOLDING_DAYS
HUDCO,2025-12-29,2025-12-29,217.59779292882047,220.20334878540038,5883,15328.48510425962,1.1974183292531044,INTRADAY,SQUARE_OFF_INTRADAY
CONCOR,2025-12-29,2025-12-29,521.3676694705064,513.8764375,2455,-18390.97448759326,-1.4368424452007944,INTRADAY,SQUARE_OFF_INTRADAY
3MINDIA,2025-12-30,2025-12-30,34104.571620239774,34716.6424140625,37,22646.61937144093,1.7946884090445134,INTRADAY,SQUARE_OFF_INTRADAY
FEDERALBNK,2025-12-30,2025-12-30,263.3406985853561,266.1555260009766,4860,13680.061239915487,1.0688919072294882,INTRADAY,SQUARE_OFF_INTRADAY
LUPIN,2025-12-30,2025-12-30,2082.8727056364555,2061.2932241210938,614,-13249.801650432113,-1.0360441834474847,INTRADAY,SQUARE_OFF_INTRADAY
ABBOTINDIA,2025-12-30,2025-12-30,28466.02539707242,27968.18005859375,44,-21905.194893061474,-1.748910610224744,INTRADAY,SQUARE_OFF_INTRADAY
BDL,2025-12-30,2025-12-30,1479.1734887277973,1446.5404523925781,865,-28227.576429964636,-2.2061669292955046,INTRADAY,SQUARE_OFF_INTRADAY
BHEL,2025-12-31,2025-12-31,283.7361007508819,285.95267486572266,4501,9976.800090898167,0.7812097611036369,INTRADAY,SQUARE_OFF_INTRADAY
SUPREMEIND,2026-01-01,2026-01-01,3353.388108961665,3453.0137265625,381,37957.36030591817,2.970894342190619,INTRADAY,SQUARE_OFF_INTRADAY
INDUSTOWER,2026-01-01,2026-01-05,406.99608462402085,416.22029842650664,3140,28964.031339805388,2.266413400759625,SWING,STOP_LOSS_HIT
JKCEMENT,2026-01-05,2026-01-05,5594.972645084962,5728.157932617188,229,30499.43084487967,2.3804457319237375,INTRADAY,SQUARE_OFF_INTRADAY
SJVN,2026-01-02,2026-01-06,73.64194150245743,81.91611486121813,17408,144036.80982930638,11.235680632462138,SWING,STOP_LOSS_HIT
IREDA,2026-01-02,2026-01-06,138.80448341534077,141.6528745471716,9236,26307.74049358948,2.0520887090567976,SWING,STOP_LOSS_HIT
DABUR,2026-01-02,2026-01-06,496.51297252763106,512.2151413807886,2582,40542.999978852815,3.162489143681685,SWING,STOP_LOSS_HIT
APOLLOTYRE,2026-01-06,2026-01-06,504.90470501647707,511.9467109375,2592,18252.87934729137,1.3947198057489079,INTRADAY,SQUARE_OFF_INTRADAY
AUROPHARMA,2026-01-06,2026-01-06,1213.6299999999999,1228.8374487304689,1078,16393.629731445548,1.2530547803258794,INTRADAY,SQUARE_OFF_INTRADAY
MFSL,2026-01-06,2026-01-06,1719.1419999999998,1727.8374487304689,761,6617.236483886928,0.5058016574819896,INTRADAY,SQUARE_OFF_INTRADAY
LUPIN,2026-01-07,2026-01-07,2151.8803164943597,2193.963630859375,610,25670.82176265928,1.9556531114877884,INTRADAY,SQUARE_OFF_INTRADAY
ALKEM,2026-01-07,2026-01-07,5636.417757548282,5738.274865234375,232,23630.848983173695,1.8071248808640317,INTRADAY,SQUARE_OFF_INTRADAY
NAUKRI,2026-01-07,2026-01-07,1337.045910629115,1349.5407487792968,982,12269.931063478478,0.9345107786390522,INTRADAY,SQUARE_OFF_INTRADAY
VOLTAS,2026-01-02,2026-01-08,1388.8040923061387,1474.8022335317992,923,79376.28435128459,6.192244226675536,SWING,STOP_LOSS_HIT
OIL,2026-01-09,2026-01-09,406.1806161913683,412.05250885009764,3267,19183.473316068743,1.445635863618575,INTRADAY,SQUARE_OFF_INTRADAY
POWERINDIA,2026-01-09,2026-01-09,18551.071441983197,17840.97895703125,71,-50416.56643158823,-3.8277707418285636,INTRADAY,SQUARE_OFF_INTRADAY
IPCALAB,2026-01-06,2026-01-12,1418.8325098793805,1513.004549075263,922,86826.62013860363,6.63729076830135,SWING,STOP_LOSS_HIT
LINDEINDIA,2026-01-12,2026-01-12,5986.2833652660465,6082.474734375,222,21354.483942187573,1.606862943827218,INTRADAY,SQUARE_OFF_INTRADAY
IDEA,2026-01-12,2026-01-12,11.42417034435272,11.2275,116666,-22944.742394254616,-1.7215284648652067,INTRADAY,SQUARE_OFF_INTRADAY
APOLLOTYRE,2026-01-13,2026-01-13,503.3200845722816,512.9321628417969,2647,25443.171179406945,1.9097346925234597,INTRADAY,SQUARE_OFF_INTRADAY
BSE,2026-01-12,2026-01-14,2700.9842559135377,2791.0389026416847,493,44396.94083697645,3.334141860730259,SWING,STOP_LOSS_HIT
IREDA,2026-01-12,2026-01-14,138.74502904405188,136.3374381693705,9606,-23127.31794218929,-1.7352627991572653,SWING,STOP_LOSS_HIT
INDIANB,2026-01-14,2026-01-14,805.3048686366849,827.0880533447265,1660,36160.08661534911,2.7049612583267724,INTRADAY,SQUARE_OFF_INTRADAY
LAURUSLABS,2026-01-14,2026-01-14,1065.1285846245585,1087.2365744628905,1255,27745.527247106736,2.0756169872320895,INTRADAY,SQUARE_OFF_INTRADAY
LICHSGFIN,2026-01-14,2026-01-14,514.0471716569555,523.6651704101563,2601,25016.41475707534,1.871034271465519,INTRADAY,SQUARE_OFF_INTRADAY
GROWW,2026-01-16,2026-01-16,167.50099999999998,172.88353573608399,8037,43259.43971090718,3.2134349861099394,INTRADAY,SQUARE_OFF_INTRADAY
MPHASIS,2026-01-16,2026-01-16,2740.446150606093,2805.5122524414064,491,31947.456001138915,2.3742886471578024,INTRADAY,SQUARE_OFF_INTRADAY
PERSISTENT,2026-01-16,2026-01-16,6283.983471246387,6345.3151875,214,13124.987278273224,0.9760005979367806,INTRADAY,SQUARE_OFF_INTRADAY
MARICO,2026-01-16,2026-01-16,756.9628979972782,755.1763178710937,1778,-3176.5394643560476,-0.2360195104557063,INTRADAY,SQUARE_OFF_INTRADAY
OFSS,2026-01-16,2026-01-20,7395.3846810875,7651.52030333867,182,46616.68324971285,3.4634523192038262,SWING,STOP_LOSS_HIT
AUBANK,2026-01-21,2026-01-21,1011.0451741711053,991.9469448242188,1344,-25668.020242215396,-1.8889590529467624,INTRADAY,SQUARE_OFF_INTRADAY
SAIL,2026-01-22,2026-01-22,148.49415306091308,151.3466939086914,9137,26063.66572615059,1.9209785631143346,INTRADAY,SQUARE_OFF_INTRADAY
GICRE,2026-01-22,2026-01-22,358.7519735252161,363.88186181640623,3782,19401.23751728106,1.4299261522611681,INTRADAY,SQUARE_OFF_INTRADAY
ALKEM,2026-01-22,2026-01-22,5641.880672456383,5690.839165039062,240,11750.038219843045,0.8677690193217722,INTRADAY,SQUARE_OFF_INTRADAY
DABUR,2026-01-22,2026-01-22,515.8704826299293,517.5845216064453,2630,4507.922508237101,0.33226149474142536,INTRADAY,SQUARE_OFF_INTRADAY
INDIANB,2026-01-22,2026-01-27,844.2934056542672,851.6152942317896,1607,11766.274944078452,0.8672208652214252,SWING,STOP_LOSS_HIT
KPRMILL,2026-01-27,2026-01-27,868.2224829525882,894.1324068603516,1571,40704.49045909632,2.984249361943591,INTRADAY,SQUARE_OFF_INTRADAY
BHARATFORG,2026-01-28,2026-01-28,1423.024648451341,1450.1190961914062,961,26037.764278202787,1.9040041062923168,INTRADAY,SQUARE_OFF_INTRADAY
NLCINDIA,2026-01-29,2026-01-29,252.75599999999997,263.8711939086914,5423,60277.69656683359,4.39759843829283,INTRADAY,SQUARE_OFF_INTRADAY
RVNL,2026-01-29,2026-01-29,347.4183815130799,338.6448393554688,3945,-34611.62381177591,-2.52535347133923,INTRADAY,SQUARE_OFF_INTRADAY
